Crop_Year,State,Crop,Season,Area,Temperature,Rainfall,Humidity,Yield
2010,Rajasthan,Rice,Kharif,3966.07,32.9,335.5,45.2,1829.69
2017,Maharashtra,Chickpea,Rabi,2611.83,27.8,833.8,70.0,799.26
2015,Madhya Pradesh,Sunflower,Rabi,4467.66,33.4,934.2,70.0,775.3
2020,Chhattisgarh,Rice,Kharif,1898.53,25.7,1408.7,78.4,2484.94
2001,Rajasthan,Jowar,Rabi,169.18,31.4,541.5,50.9,731.21
2020,Karnataka,Mustard,Rabi,107.29,24.4,1027.9,70.3,1427.55
2009,Rajasthan,Mustard,Rabi,1371.41,34.6,337.7,49.2,956.02
2007,Telangana,Jowar,Rabi,2807.92,31.4,858.4,68.3,880.11
2018,Chhattisgarh,Mustard,Rabi,3091.09,27.3,1162.5,69.3,1010.01
2012,Punjab,Mustard,Rabi,4325.4,24.8,662.8,62.0,1111.73
2004,Haryana,Bajra,Kharif,2844.9,29.5,450.4,57.5,743.46
2021,Telangana,Soyabean,Kharif,1761.97,26.8,993.3,72.4,939.72
2020,Rajasthan,Mustard,Rabi,1847.81,34.1,167.9,42.3,1023.08
2020,Punjab,Lentil,Rabi,1971.35,26.5,543.8,53.2,751.89
2021,Odisha,Lentil,Rabi,4702.49,28.2,1669.1,71.3,888.3
2011,Telangana,Chickpea,Rabi,3255.65,33.7,1069.1,71.1,812.23
2005,Rajasthan,Potato,Rabi,1200.22,33.4,326.2,36.7,17368.92
2017,Bihar,Turmeric,Kharif,2277.76,24.4,1033.8,69.9,7111.87
2013,Maharashtra,Cotton,Kharif,3006.06,29.0,1357.7,71.8,510.4
2009,Andhra Pradesh,Lentil,Rabi,4310.52,35.1,1096.2,70.4,1259.45
2008,Uttar Pradesh,Jowar,Rabi,1231.2,25.2,728.0,51.4,631.59
2003,Maharashtra,Cotton,Kharif,4078.52,31.2,1207.0,62.1,438.09
2011,Madhya Pradesh,Chickpea,Rabi,2599.73,29.1,841.7,68.7,938.69
2011,Punjab,Cotton,Kharif,4207.09,21.3,764.0,66.4,413.53
2015,Maharashtra,Sunflower,Rabi,2839.51,30.1,1075.0,68.2,715.92
2020,Punjab,Bajra,Kharif,3922.69,25.0,633.2,60.1,878.71
2002,Maharashtra,Soyabean,Kharif,2301.08,28.3,1014.8,80.0,726.02
2013,Madhya Pradesh,Wheat,Rabi,177.48,29.7,1110.1,74.9,3343.03
2016,Karnataka,Cotton,Kharif,877.38,27.9,1109.9,83.5,429.95
2010,Telangana,Chickpea,Rabi,886.47,30.7,902.7,70.3,846.25
2006,Punjab,Sugarcane,Whole Year,171.83,23.8,376.6,62.4,59799.04
2008,Punjab,Groundnut,Kharif,345.04,21.0,693.3,52.4,1128.36
2005,Telangana,Cotton,Kharif,2918.99,28.5,858.8,58.1,403.23
2010,Andhra Pradesh,Mustard,Rabi,3664.61,29.9,1158.6,70.2,1476.25
2017,Haryana,Chickpea,Rabi,707.06,23.6,467.1,60.1,1110.83
2009,Madhya Pradesh,Chickpea,Rabi,1366.49,29.8,1202.0,67.8,1148.88
2017,Maharashtra,Lentil,Rabi,437.86,31.8,1019.4,76.2,1006.29
2021,Andhra Pradesh,Mustard,Rabi,4076.18,29.0,1149.0,78.0,1052.03
2013,Andhra Pradesh,Maize,Rabi,3814.26,34.8,793.0,59.8,1988.86
2017,Chhattisgarh,Lentil,Rabi,1920.05,27.9,1505.6,75.2,1162.14
2007,Karnataka,Soyabean,Kharif,3010.37,30.2,972.5,79.6,1296.45
2008,Gujarat,Sugarcane,Whole Year,1539.88,32.3,481.5,53.5,57679.14
2013,Karnataka,Maize,Rabi,4692.2,29.6,590.2,75.0,2137.15
2020,Madhya Pradesh,Lentil,Rabi,4785.48,28.3,1120.7,69.4,966.41
2018,Haryana,Groundnut,Rabi,748.84,25.0,757.1,52.6,910.43
2015,Madhya Pradesh,Rice,Kharif,3232.17,27.3,1154.3,66.7,2387.55
2001,Odisha,Lentil,Rabi,1624.78,26.6,1999.0,70.9,523.34
2014,Haryana,Potato,Rabi,2375.42,25.0,912.9,55.4,22846.34
2018,Tamil Nadu,Wheat,Rabi,2701.65,28.0,1341.6,72.4,3377.94
2009,Punjab,Mustard,Rabi,1832.77,18.2,848.9,70.9,1414.88
2005,Chhattisgarh,Chickpea,Rabi,4548.52,31.5,1154.4,71.9,1116.0
2013,Telangana,Lentil,Rabi,4835.05,29.1,878.2,72.9,767.24
2010,Punjab,Bajra,Kharif,2084.57,22.9,794.3,57.7,885.23
2006,Gujarat,Sunflower,Kharif,4733.38,35.0,560.5,56.5,653.42
2017,Madhya Pradesh,Lentil,Rabi,4528.74,31.2,1022.3,61.0,943.4
2009,Chhattisgarh,Groundnut,Rabi,2883.63,29.3,1483.3,74.5,1331.69
2006,Haryana,Soyabean,Kharif,4159.96,23.9,460.7,58.2,631.18
2008,Rajasthan,Jowar,Kharif,1296.29,38.0,626.5,37.4,715.43
2015,Chhattisgarh,Mustard,Rabi,2577.07,29.1,1335.9,82.3,1345.19
2011,Telangana,Rice,Kharif,2934.26,29.8,1072.9,69.5,2766.18
2009,West Bengal,Jowar,Kharif,2342.71,28.1,1623.0,84.1,752.49
2005,Rajasthan,Chickpea,Rabi,3696.81,33.3,378.6,45.9,744.49
2005,Gujarat,Groundnut,Kharif,729.65,32.1,1121.3,59.3,1202.11
2001,Telangana,Potato,Rabi,4374.99,32.4,1042.3,68.9,20140.75
2003,Bihar,Bajra,Kharif,2219.79,26.4,1443.3,72.2,957.51
2008,Madhya Pradesh,Mustard,Rabi,2492.9,32.5,1182.6,73.8,1419.1
2011,Andhra Pradesh,Rice,Kharif,2239.17,31.7,914.7,69.0,1821.01
2005,Maharashtra,Maize,Rabi,3240.93,32.1,1389.1,84.4,2113.75
2002,Maharashtra,Cotton,Kharif,221.4,30.4,1213.3,62.4,423.06
2007,Chhattisgarh,Sugarcane,Whole Year,970.34,27.9,947.8,76.8,73424.92
2014,Andhra Pradesh,Sunflower,Rabi,2314.69,35.4,1077.4,71.9,633.86
2016,Punjab,Cotton,Kharif,4180.47,22.4,671.6,52.6,428.48
2008,Madhya Pradesh,Turmeric,Kharif,3782.22,32.4,1090.8,68.3,5942.55
2008,Tamil Nadu,Mustard,Rabi,3705.39,31.1,1405.2,83.2,1030.01
2008,Uttar Pradesh,Soyabean,Kharif,3667.24,27.0,869.3,59.7,945.81
2007,Haryana,Soyabean,Kharif,4387.74,23.1,792.5,60.2,622.38
2014,West Bengal,Bajra,Kharif,2088.16,29.0,1574.3,76.2,648.5
2003,Chhattisgarh,Sugarcane,Whole Year,4769.1,26.6,1157.5,67.5,68342.48
2017,Madhya Pradesh,Sugarcane,Whole Year,4448.49,27.6,1028.9,73.2,82027.29
2019,Haryana,Wheat,Rabi,3561.63,28.0,626.0,50.5,1964.36
2014,Maharashtra,Lentil,Rabi,676.28,27.2,1088.9,70.1,939.84
2017,Uttar Pradesh,Lentil,Rabi,3542.72,27.6,739.2,70.1,1162.55
2019,Tamil Nadu,Lentil,Rabi,1664.14,30.3,1296.9,78.3,942.1
2014,Maharashtra,Lentil,Rabi,845.06,28.9,1351.7,77.4,683.24
2006,Uttar Pradesh,Chickpea,Rabi,1252.61,29.8,666.4,66.0,1006.19
2008,West Bengal,Lentil,Rabi,1999.87,26.0,1630.0,82.0,652.57
2014,Andhra Pradesh,Soyabean,Kharif,4405.37,31.5,1310.4,82.0,1011.14
2014,Chhattisgarh,Soyabean,Kharif,1652.0,28.6,1328.7,69.6,1134.14
2017,Punjab,Maize,Rabi,892.26,29.4,726.1,46.6,1694.11
2005,Haryana,Turmeric,Kharif,3929.9,23.1,763.2,54.2,5322.86
2006,Uttar Pradesh,Sugarcane,Whole Year,630.24,27.9,1010.9,63.9,66464.72
2011,Bihar,Maize,Rabi,3690.61,26.9,1107.2,68.5,2234.18
2016,Karnataka,Turmeric,Kharif,4638.49,23.8,1158.7,68.5,6628.61
2006,Andhra Pradesh,Chickpea,Rabi,1121.91,34.9,911.4,64.6,702.47
2009,Rajasthan,Lentil,Rabi,4224.5,35.1,465.6,40.0,471.35
2015,Bihar,Groundnut,Rabi,3058.16,25.1,1135.1,61.9,1242.22
2005,Uttar Pradesh,Cotton,Kharif,4752.82,23.2,987.1,63.7,423.77
2021,Haryana,Soyabean,Kharif,2034.97,27.9,451.0,61.2,951.53
2020,Gujarat,Turmeric,Kharif,2750.72,29.5,716.0,69.0,6487.5
2018,Uttar Pradesh,Jowar,Rabi,1903.04,28.7,791.0,65.8,911.06
2003,Karnataka,Jowar,Kharif,1342.84,21.4,1041.3,79.2,728.51
2007,Haryana,Sugarcane,Whole Year,4858.2,26.3,643.8,57.8,57573.86
2013,West Bengal,Jowar,Rabi,1671.13,30.9,1386.3,82.9,796.81
2001,Maharashtra,Turmeric,Kharif,4914.44,30.0,1209.7,78.0,5912.54
2015,Karnataka,Soyabean,Kharif,642.73,25.9,922.1,71.2,1311.64
2016,Bihar,Groundnut,Kharif,4882.98,29.7,1037.8,60.1,1254.22
2005,Telangana,Sugarcane,Whole Year,3279.7,29.7,665.5,67.6,81308.26
2019,Telangana,Wheat,Rabi,3810.64,28.2,1083.6,71.4,3307.74
2021,Tamil Nadu,Wheat,Rabi,287.96,31.9,1277.3,72.3,2872.3
2020,Maharashtra,Maize,Kharif,3782.81,28.0,829.6,73.5,1973.44
2019,Uttar Pradesh,Mustard,Rabi,774.74,26.9,712.6,57.0,938.14
2011,Madhya Pradesh,Bajra,Kharif,3995.47,36.8,900.6,78.2,1105.49
2006,Madhya Pradesh,Cotton,Kharif,272.53,29.6,1156.3,66.7,500.5
2016,West Bengal,Wheat,Rabi,3743.66,26.9,1441.0,78.6,2414.01
2009,Maharashtra,Potato,Rabi,3610.24,31.6,1077.4,70.3,18481.49
2020,Telangana,Sunflower,Rabi,1330.2,30.0,1016.8,71.3,956.26
2020,Andhra Pradesh,Jowar,Rabi,1173.14,31.4,947.4,75.7,1013.25
2015,Madhya Pradesh,Sugarcane,Whole Year,4810.8,28.6,1238.9,54.7,65258.74
2018,Madhya Pradesh,Sugarcane,Whole Year,1562.51,31.7,1381.8,65.4,71044.38
2017,Haryana,Cotton,Kharif,1749.61,30.8,561.7,54.5,545.79
2012,Punjab,Groundnut,Kharif,1795.9,23.7,853.5,69.9,1428.13
2014,Chhattisgarh,Turmeric,Kharif,2212.74,26.8,1398.9,69.8,5512.8
2007,Odisha,Sugarcane,Whole Year,3167.26,25.9,1468.5,67.4,57739.43
2002,Uttar Pradesh,Groundnut,Kharif,547.31,25.8,776.6,67.8,1521.79
2011,Bihar,Jowar,Kharif,2451.81,29.2,1033.4,76.3,1023.8
2017,Haryana,Mustard,Rabi,340.37,26.0,487.0,56.6,1008.47
2021,Madhya Pradesh,Bajra,Kharif,1402.04,29.7,1153.7,66.1,1093.21
2003,Bihar,Groundnut,Kharif,2466.12,27.7,1000.8,78.5,1370.56
2011,Rajasthan,Soyabean,Kharif,2231.72,34.5,392.6,41.0,607.68
2008,Uttar Pradesh,Wheat,Rabi,302.24,25.1,1007.5,64.2,3147.97
2019,Haryana,Potato,Rabi,141.74,25.0,662.9,45.1,24260.65
2021,Madhya Pradesh,Bajra,Kharif,3543.02,27.8,1168.2,60.6,1013.66
2004,Odisha,Sunflower,Rabi,1369.3,32.5,1385.2,76.8,578.18
2016,Telangana,Lentil,Rabi,291.79,29.0,976.9,72.5,933.16
2018,Maharashtra,Jowar,Kharif,3951.49,25.3,1003.2,74.0,832.33
2010,Odisha,Wheat,Rabi,1501.95,30.1,1383.0,82.1,2637.59
2014,Andhra Pradesh,Jowar,Rabi,4965.95,30.7,718.3,76.1,1059.18
2011,Tamil Nadu,Sunflower,Kharif,4584.53,29.3,1301.4,88.8,667.63
2009,Tamil Nadu,Groundnut,Kharif,444.51,30.1,1422.3,67.6,1603.9
2012,Madhya Pradesh,Cotton,Kharif,302.64,28.1,1264.8,66.3,278.68
2014,Andhra Pradesh,Turmeric,Kharif,1161.25,34.9,1049.0,70.8,7486.59
2014,West Bengal,Sunflower,Rabi,619.39,27.3,1289.0,80.3,721.7
2004,Andhra Pradesh,Sugarcane,Whole Year,2818.21,34.0,1112.5,82.1,69872.37
2019,Punjab,Cotton,Kharif,2653.39,28.5,663.8,63.9,414.49
2017,Uttar Pradesh,Wheat,Rabi,1299.4,28.0,991.4,62.0,3068.05
2018,Uttar Pradesh,Cotton,Kharif,4855.76,30.4,1102.7,76.6,440.23
2009,Karnataka,Chickpea,Rabi,4103.57,26.2,1009.4,67.3,911.36
2001,Punjab,Mustard,Rabi,3021.16,19.8,791.9,63.9,949.07
2007,Uttar Pradesh,Sugarcane,Whole Year,709.24,30.9,980.0,69.1,78794.98
2003,Odisha,Lentil,Rabi,4006.73,29.3,1463.3,76.6,840.57
2009,Maharashtra,Potato,Rabi,3518.92,27.4,1288.9,68.6,20334.75
2005,Telangana,Potato,Rabi,1461.04,34.3,1043.9,62.4,24697.63
2018,Bihar,Cotton,Kharif,3929.61,31.6,1078.7,64.8,519.58
2009,Haryana,Groundnut,Rabi,4667.3,29.5,670.7,61.2,1193.09
2015,Haryana,Sunflower,Rabi,3914.31,26.6,929.0,51.9,723.58
2019,Rajasthan,Jowar,Kharif,2915.49,36.7,50.0,43.9,531.55
2006,Andhra Pradesh,Soyabean,Kharif,2532.9,33.3,812.1,71.6,1044.17
2016,Madhya Pradesh,Soyabean,Kharif,2389.08,34.3,1173.7,65.8,1339.35
2020,Telangana,Maize,Rabi,3757.01,25.8,804.3,69.2,2197.83
2017,Gujarat,Sugarcane,Whole Year,4789.21,29.7,812.6,58.7,64627.48
2004,Karnataka,Wheat,Rabi,4126.64,24.7,899.0,85.6,3317.92
2009,Haryana,Turmeric,Kharif,759.68,30.6,600.5,57.0,7060.46
2018,Telangana,Lentil,Rabi,256.12,33.5,950.2,64.6,1035.27
2021,Gujarat,Mustard,Rabi,2530.71,30.4,542.0,52.8,1148.17
2007,Maharashtra,Potato,Rabi,4393.29,31.4,1124.4,61.7,17674.78
2014,Maharashtra,Maize,Rabi,4717.3,29.5,1197.3,79.6,2277.93
2008,Punjab,Wheat,Rabi,782.79,22.7,694.2,57.4,2768.79
2021,West Bengal,Wheat,Rabi,4045.11,26.5,1335.9,89.1,3245.76
2008,Bihar,Maize,Rabi,1261.04,26.8,1231.8,68.5,1722.09
2016,Madhya Pradesh,Potato,Rabi,4704.96,29.9,1216.6,72.7,24332.89
2010,Tamil Nadu,Mustard,Rabi,808.5,29.1,1018.0,80.9,1335.83
2003,Madhya Pradesh,Turmeric,Kharif,4143.26,29.3,1081.5,73.2,5896.67
2021,Andhra Pradesh,Maize,Kharif,3202.75,33.2,1095.7,66.0,2185.86
2007,Tamil Nadu,Soyabean,Kharif,2551.25,28.0,1127.5,78.9,776.6
2002,Bihar,Potato,Rabi,799.02,26.7,1124.4,81.9,29335.67
2018,Chhattisgarh,Wheat,Rabi,4541.38,29.6,1440.6,76.5,2927.84
2008,Madhya Pradesh,Lentil,Rabi,2775.98,34.0,1279.3,63.9,748.74
2014,Karnataka,Chickpea,Rabi,419.34,27.4,875.0,65.5,870.44
2010,Karnataka,Mustard,Rabi,1848.79,28.3,870.9,71.9,1323.37
2015,Uttar Pradesh,Mustard,Rabi,4720.13,29.3,1038.7,61.7,1102.99
2009,Haryana,Lentil,Rabi,2899.37,25.8,601.5,61.6,643.41
2012,Odisha,Groundnut,Kharif,2157.14,32.1,1414.1,65.6,1023.86
2014,Maharashtra,Wheat,Rabi,3553.24,30.7,1291.6,71.6,3048.41
2011,Chhattisgarh,Bajra,Kharif,2641.12,25.8,1439.8,75.1,817.11
2016,Punjab,Soyabean,Kharif,4299.07,22.8,751.4,59.4,1311.11
2016,Rajasthan,Sunflower,Kharif,1066.25,36.8,422.1,38.4,434.06
2019,West Bengal,Wheat,Rabi,3010.61,28.0,1551.9,90.9,3084.01
2020,Punjab,Jowar,Rabi,164.9,20.2,739.7,61.2,834.29
2015,Haryana,Lentil,Rabi,1383.9,27.7,617.5,54.8,924.39
2018,Gujarat,Wheat,Rabi,4993.02,29.0,868.5,53.1,3312.23
2009,Gujarat,Turmeric,Kharif,494.4,36.5,1157.7,52.0,5717.21
2016,Madhya Pradesh,Bajra,Kharif,2408.45,29.6,1192.7,63.4,850.66
2006,Haryana,Groundnut,Rabi,2651.39,24.7,803.3,66.0,1438.83
2009,Gujarat,Sugarcane,Whole Year,3814.5,27.6,843.3,63.3,65573.75
2013,West Bengal,Chickpea,Rabi,2790.75,31.0,1491.6,72.8,858.62
2006,Haryana,Mustard,Rabi,2381.58,25.5,729.8,62.6,1338.14
2017,Maharashtra,Cotton,Kharif,501.91,24.1,1292.9,69.6,483.9
2011,Bihar,Potato,Rabi,3008.6,28.4,1018.8,70.4,19265.07
2009,Bihar,Groundnut,Rabi,3622.26,28.8,1011.1,66.2,1208.84
2002,Punjab,Maize,Kharif,3643.77,24.6,643.2,63.3,1398.18
2008,Uttar Pradesh,Soyabean,Kharif,797.35,25.0,1130.3,65.3,597.57
2004,West Bengal,Groundnut,Rabi,3449.89,26.6,1591.9,75.3,845.55
2014,Haryana,Jowar,Rabi,2275.37,25.4,666.3,49.1,841.44
2010,Telangana,Groundnut,Kharif,1416.54,26.8,958.7,69.2,1395.77
2015,Tamil Nadu,Rice,Kharif,2756.44,29.3,1107.9,84.7,2560.11
2006,Rajasthan,Sugarcane,Whole Year,613.23,31.6,566.7,28.2,62247.6
2015,West Bengal,Potato,Rabi,160.84,27.1,1768.7,85.1,17734.01
2001,Chhattisgarh,Groundnut,Rabi,1087.47,26.8,1343.0,80.5,1504.21
2015,Bihar,Potato,Rabi,953.21,29.4,740.8,65.5,18504.54
2005,Gujarat,Lentil,Rabi,3568.06,34.9,772.8,64.6,977.26
2008,Punjab,Rice,Kharif,2493.96,29.9,759.9,59.6,1263.89
2013,Chhattisgarh,Maize,Kharif,689.77,28.2,1266.6,71.4,1817.63
2010,Bihar,Groundnut,Rabi,3920.66,20.8,1101.5,61.2,1356.42
2007,Maharashtra,Turmeric,Kharif,4670.8,32.0,1476.7,77.0,5773.29
2015,Telangana,Bajra,Kharif,593.41,29.6,1050.9,62.3,936.38
2020,Madhya Pradesh,Potato,Rabi,2937.98,30.5,1058.6,69.5,23256.91
2007,Haryana,Wheat,Rabi,1199.99,25.4,585.9,52.5,1934.67
2010,Tamil Nadu,Potato,Rabi,2087.91,32.5,935.0,74.9,20871.17
2005,Chhattisgarh,Sugarcane,Whole Year,93.85,25.9,1104.6,73.9,54069.3
2013,Gujarat,Lentil,Rabi,1692.26,29.7,750.7,67.2,1086.9
2016,West Bengal,Rice,Kharif,2214.78,29.1,1546.2,79.2,2010.76
2011,Gujarat,Mustard,Rabi,3622.86,30.1,651.6,63.3,827.54
2019,Maharashtra,Groundnut,Kharif,3465.94,29.2,1153.0,69.4,1141.16
2016,Gujarat,Bajra,Kharif,1534.12,29.9,498.1,63.6,833.32
2016,Bihar,Maize,Kharif,1307.72,25.2,1209.6,66.0,2160.23
2018,Rajasthan,Soyabean,Kharif,1460.77,35.7,224.7,43.7,506.73
2011,Maharashtra,Sunflower,Kharif,778.74,31.0,1354.9,73.3,634.21
2009,Bihar,Cotton,Kharif,2505.68,31.3,1163.2,74.3,436.73
2003,Andhra Pradesh,Cotton,Kharif,3015.87,29.1,865.8,73.5,581.6
2012,Bihar,Potato,Rabi,3849.15,26.8,1145.8,60.4,15133.34
2007,Gujarat,Rice,Kharif,1745.52,33.0,341.4,53.0,1414.62
2001,Rajasthan,Jowar,Rabi,1756.08,32.7,611.6,43.0,837.28
2002,West Bengal,Rice,Kharif,1186.11,25.2,1613.8,83.7,2396.73
2007,Andhra Pradesh,Sugarcane,Whole Year,3641.23,32.2,931.6,77.9,67144.08
2014,Karnataka,Wheat,Rabi,521.17,27.8,1056.4,83.3,2859.9
2018,Punjab,Soyabean,Kharif,239.67,25.3,660.3,63.1,1010.13
2009,Andhra Pradesh,Wheat,Rabi,3498.78,34.6,912.3,65.2,2602.36
2011,Bihar,Potato,Rabi,3176.82,26.8,1117.2,67.3,19701.88
2001,Punjab,Sunflower,Kharif,2361.04,19.8,473.3,64.5,643.32
2020,Karnataka,Maize,Kharif,2962.13,26.2,898.1,74.2,2337.18
2012,Karnataka,Cotton,Kharif,2563.4,24.7,1150.4,70.3,470.4
2003,Rajasthan,Wheat,Rabi,3563.37,28.7,571.7,39.8,2549.68
2014,Uttar Pradesh,Groundnut,Rabi,4186.2,28.2,945.5,62.9,1118.77
2020,Odisha,Mustard,Rabi,567.8,26.1,1551.5,82.5,1247.33
2013,Andhra Pradesh,Groundnut,Kharif,3073.82,33.2,928.7,67.3,1319.05
2002,Telangana,Mustard,Rabi,1344.4,27.9,899.8,63.8,1692.47
2017,Bihar,Sugarcane,Whole Year,3639.38,26.2,1265.0,78.1,53917.77
2012,Rajasthan,Jowar,Rabi,1670.25,36.0,293.5,36.5,651.75
2017,Rajasthan,Cotton,Kharif,1801.84,34.1,372.8,52.6,336.69
2013,Odisha,Chickpea,Rabi,4700.73,28.1,1480.9,69.8,705.52
2017,Odisha,Bajra,Kharif,4106.58,26.3,1485.8,74.7,961.19
2016,Gujarat,Wheat,Rabi,602.98,29.9,655.8,63.0,2506.38
2020,Rajasthan,Mustard,Rabi,4769.08,36.0,211.4,47.4,1015.15
2018,Odisha,Potato,Rabi,1089.06,25.8,1576.6,60.5,18435.7
2012,Uttar Pradesh,Soyabean,Kharif,1608.71,24.4,917.8,70.4,1028.57
2005,Tamil Nadu,Turmeric,Kharif,4244.27,30.7,1135.0,86.3,6354.01
2016,Andhra Pradesh,Maize,Kharif,3849.14,30.5,984.0,71.2,2159.61
2018,Odisha,Mustard,Rabi,716.77,25.1,1331.3,83.5,1260.44
2003,Andhra Pradesh,Jowar,Rabi,1622.22,37.1,778.6,79.5,833.11
2009,Odisha,Maize,Rabi,1236.75,32.3,1612.4,75.1,1818.54
2010,Haryana,Sunflower,Rabi,4279.9,21.3,816.4,58.9,677.68
2002,Gujarat,Wheat,Rabi,4023.65,28.1,772.0,55.9,3037.66
2011,Uttar Pradesh,Jowar,Kharif,1367.47,29.6,929.7,70.1,1100.54
2020,Andhra Pradesh,Bajra,Kharif,3694.87,32.3,958.1,77.7,1230.57
2001,West Bengal,Chickpea,Rabi,3985.44,27.4,1577.1,86.0,818.89
2014,Punjab,Cotton,Kharif,4825.68,22.0,507.4,57.9,338.74
2006,Bihar,Potato,Rabi,1352.88,30.0,1107.8,72.1,18101.19
2004,Madhya Pradesh,Maize,Kharif,1100.99,32.3,1180.6,71.4,2263.69
2001,Gujarat,Bajra,Kharif,3796.18,29.4,702.3,63.0,957.86
2019,Madhya Pradesh,Wheat,Rabi,727.49,30.7,1114.6,73.7,3443.76
2011,Chhattisgarh,Potato,Rabi,885.97,28.0,1356.3,81.6,19574.45
2006,Chhattisgarh,Wheat,Rabi,2263.83,29.9,1096.6,79.2,2310.79
2019,Andhra Pradesh,Lentil,Rabi,2547.21,35.3,917.4,78.4,970.1
2001,Gujarat,Turmeric,Kharif,105.96,28.1,880.2,57.0,3909.17
2021,Rajasthan,Turmeric,Kharif,4387.22,33.3,407.9,34.9,4261.3
2019,Uttar Pradesh,Rice,Kharif,731.1,30.5,899.8,56.6,2330.3
2010,West Bengal,Lentil,Rabi,3727.9,25.2,1444.6,90.8,882.33
2012,Maharashtra,Bajra,Kharif,3802.15,24.2,1213.4,67.9,749.92
2015,Gujarat,Sunflower,Rabi,2440.3,33.3,505.0,59.9,947.18
2008,Karnataka,Sugarcane,Whole Year,3374.25,26.2,927.9,74.2,74520.02
2005,Andhra Pradesh,Rice,Kharif,3637.1,29.3,991.0,62.0,2398.49
2015,Chhattisgarh,Jowar,Kharif,3110.19,28.0,1490.1,69.6,645.31
2020,Gujarat,Jowar,Rabi,4790.74,29.9,729.9,56.6,682.05
2012,Chhattisgarh,Sunflower,Rabi,2858.65,22.1,1424.9,71.5,1014.11
2021,Uttar Pradesh,Lentil,Rabi,2178.92,31.7,1050.9,72.7,1084.31
2002,West Bengal,Soyabean,Kharif,4140.38,28.5,1740.8,74.6,769.35
2020,Gujarat,Wheat,Rabi,1021.83,31.2,677.5,56.0,3103.44
2019,Telangana,Mustard,Rabi,4903.36,24.4,611.9,68.3,1213.33
2015,Odisha,Potato,Rabi,2677.17,27.9,1523.1,73.9,13299.83
2005,Andhra Pradesh,Sugarcane,Whole Year,4682.3,30.1,1160.7,64.2,69539.87
2006,Haryana,Chickpea,Rabi,4346.78,25.6,609.7,69.8,913.83
2005,Gujarat,Turmeric,Kharif,1849.27,32.9,765.3,51.5,4746.63
2007,Andhra Pradesh,Wheat,Rabi,1345.99,32.8,985.1,81.1,3136.74
2021,Haryana,Chickpea,Rabi,3199.19,23.4,646.2,62.3,998.6
2014,Odisha,Soyabean,Kharif,1550.91,28.3,1410.2,78.6,1084.21
2003,Gujarat,Chickpea,Rabi,4453.68,31.8,660.3,56.3,825.8
2007,Tamil Nadu,Chickpea,Rabi,1069.48,26.7,1094.6,90.4,1083.7
2012,Karnataka,Rice,Kharif,1723.66,30.5,1022.8,79.0,2926.12
2005,West Bengal,Lentil,Rabi,426.67,29.1,1486.5,80.9,801.17
2012,Punjab,Groundnut,Kharif,4592.38,28.3,600.2,68.1,1429.78
2016,Bihar,Chickpea,Rabi,4786.68,24.1,1107.5,74.0,878.02
2014,West Bengal,Soyabean,Kharif,3295.36,28.9,1636.7,84.4,830.94
2019,Gujarat,Sugarcane,Whole Year,1159.58,27.8,492.0,60.9,47027.95
2012,Punjab,Lentil,Rabi,748.0,21.5,787.9,64.7,799.01
2021,Chhattisgarh,Sugarcane,Whole Year,1218.06,23.4,1264.4,71.6,77893.1
2014,Odisha,Mustard,Rabi,2416.59,30.9,1449.8,75.2,1098.62
2013,Bihar,Maize,Kharif,219.92,21.4,984.4,64.4,1854.64
2001,West Bengal,Rice,Kharif,3885.84,26.3,1389.1,69.7,1814.87
2013,Haryana,Jowar,Rabi,716.41,23.8,800.3,56.9,997.74
2013,Gujarat,Soyabean,Kharif,1313.45,32.0,827.3,53.7,1301.07
2006,West Bengal,Bajra,Kharif,573.05,31.3,1600.1,83.5,750.22
2010,Bihar,Groundnut,Kharif,3856.53,25.8,1142.5,71.8,1288.31
2018,Andhra Pradesh,Mustard,Rabi,2281.13,35.4,965.0,88.4,1045.23
2020,Telangana,Sunflower,Rabi,461.48,37.5,1056.3,57.8,796.89
2018,Rajasthan,Cotton,Kharif,813.36,32.2,411.3,48.1,471.16
2007,Madhya Pradesh,Sunflower,Kharif,3159.84,28.4,1142.2,71.3,677.0
2017,Uttar Pradesh,Sunflower,Kharif,1439.9,25.4,975.7,68.5,870.04
2015,Madhya Pradesh,Soyabean,Kharif,3792.25,27.0,1314.1,72.5,1059.71
2017,Maharashtra,Lentil,Rabi,929.63,26.6,1187.4,69.8,1057.97
2006,Telangana,Sugarcane,Whole Year,560.74,27.4,1102.8,67.3,50665.51
2011,Bihar,Sugarcane,Whole Year,984.06,25.7,1175.8,73.9,71508.31
2020,Chhattisgarh,Maize,Kharif,1637.42,26.8,1459.0,79.4,2296.5
2018,Maharashtra,Chickpea,Rabi,4944.79,28.8,1193.8,70.5,990.75
2007,Uttar Pradesh,Jowar,Rabi,1561.39,27.3,892.9,61.8,925.14
2016,Rajasthan,Chickpea,Rabi,3355.05,30.4,406.0,47.7,629.16
2008,Madhya Pradesh,Cotton,Kharif,4912.99,28.7,1196.8,66.4,512.81
2016,Odisha,Groundnut,Rabi,1448.71,28.9,1499.6,65.2,1338.32
2001,Gujarat,Jowar,Rabi,2668.77,29.8,694.7,58.5,912.91
2002,Punjab,Chickpea,Rabi,4131.74,24.4,741.3,61.9,786.28
